reader1,sample,reader_number,mark,distance,ices_area,reader
R02,6698281.jpg,2,4,0.048,IIIaS,R02 DNK
R02,6698282.jpg,2,2,0.304,IIIaS,R02 DNK
R02,7187387.jpg,2,4,0.035,IIIaS,R02 DNK
R02,IBTS'16_N_40.jpg,2,3,0.133,IIIaN,R02 DNK
R02,7190470.jpg,2,3,0.102,IIIaS,R02 DNK
R02,6698262.jpg,2,2,0.329,IIIaS,R02 DNK
R02,7190470.jpg,2,5,0.042,IIIaS,R02 DNK
R02,7188169.jpg,2,3,0.145,IIIaN,R02 DNK
R02,7190486.jpg,2,1,0,IIIaS,R02 DNK
R02,IBTS'16_N_5.jpg,2,2,0.288,IIIaN,R02 DNK
R02,IBTS'16_N_5.jpg,2,3,0.17,IIIaN,R02 DNK
R02,7190486.jpg,2,3,0.138,IIIaS,R02 DNK
R02,6698256.jpg,2,1,0,IIIaS,R02 DNK
R02,6698256.jpg,2,2,0.36,IIIaS,R02 DNK
R02,Com'15_N_29.jpg,2,3,0.121,IIIaN,R02 DNK
R02,Com'15_N_58.jpg,2,3,0.227,IIIaN,R02 DNK
R02,IBTS'15_S_36.jpg,2,2,0.278,IIIaS,R02 DNK
R02,IBTS'16_N_3.jpg,2,3,0.146,IIIaN,R02 DNK
R02,7188167.jpg,2,4,0.029,IIIaN,R02 DNK
R02,Com'15_N_56.jpg,2,3,0.15,IIIaN,R02 DNK
R02,Com'15_N_56.jpg,2,4,0.052,IIIaN,R02 DNK
R02,6932321.jpg,2,2,0.254,IIIaS,R02 DNK
R02,Com'15_N_31.jpg,2,2,0.413,IIIaN,R02 DNK
R02,Com'15_N_31.jpg,2,3,0.084,IIIaN,R02 DNK
R02,IBTS'16_S_54.jpg,2,4,0.044,IIIaS,R02 DNK
R02,Com'15_N_29.jpg,2,2,0.298,IIIaN,R02 DNK
R02,6932324.jpg,2,1,0,IIIaS,R02 DNK
R02,6698281.jpg,2,3,0.107,IIIaS,R02 DNK
R02,IBTS'16_N_22.jpg,2,2,0.367,IIIaN,R02 DNK
R02,Com'15_N_44.jpg,2,2,0.408,IIIaN,R02 DNK
R02,IBTS'16_S_83.jpg,2,3,0.123,IIIaS,R02 DNK
R02,6698269.jpg,2,3,0.101,IIIaS,R02 DNK
R02,7187385.jpg,2,1,0,IIIaS,R02 DNK
R02,7187385.jpg,2,2,0.267,IIIaS,R02 DNK
R02,Com'15_N_31.jpg,2,1,0,IIIaN,R02 DNK
R02,7190487.jpg,2,4,0.066,IIIaS,R02 DNK
R02,7188169.jpg,2,2,0.304,IIIaN,R02 DNK
R02,IBTS'16_N_2.jpg,2,3,0.162,IIIaN,R02 DNK
R02,Com'15_N_59.jpg,2,3,0.213,IIIaN,R02 DNK
R02,6698260.jpg,2,2,0.279,IIIaS,R02 DNK
R02,Com'15_N_30.jpg,2,4,0.054,IIIaN,R02 DNK
R02,Com'15_N_41.jpg,2,3,0.205,IIIaN,R02 DNK
R02,7188165.jpg,2,1,0,IIIaN,R02 DNK
R02,6941185.jpg,2,1,0,IIIaS,R02 DNK
R02,6698282.jpg,2,5,0.019,IIIaS,R02 DNK
R02,7187387.jpg,2,3,0.107,IIIaS,R02 DNK
R02,7190469.jpg,2,1,0,IIIaS,R02 DNK
R02,7190469.jpg,2,2,0.254,IIIaS,R02 DNK
R02,Com'15_N_43.jpg,2,4,0.089,IIIaN,R02 DNK
R02,7187385.jpg,2,3,0.256,IIIaS,R02 DNK
R02,Com'15_N_30.jpg,2,1,0,IIIaN,R02 DNK
R02,IBTS'16_S_88.jpg,2,1,0,IIIaS,R02 DNK
R02,7190486.jpg,2,4,0.029,IIIaS,R02 DNK
R02,Com'15_N_42.jpg,2,3,0.067,IIIaN,R02 DNK
R02,IBTS'15_S_36.jpg,2,1,0,IIIaS,R02 DNK
R02,6698260.jpg,2,3,0.133,IIIaS,R02 DNK
R02,IBTS'16_N_40.jpg,2,2,0.292,IIIaN,R02 DNK
R02,IBTS'16_N_3.jpg,2,2,0.337,IIIaN,R02 DNK
R02,7216510.jpg,2,2,0.362,IIIaS,R02 DNK
R02,IBTS'16_S_53.jpg,2,4,0.053,IIIaS,R02 DNK
R02,6932321.jpg,2,1,0,IIIaS,R02 DNK
R02,Com'15_N_45.jpg,2,4,0.057,IIIaN,R02 DNK
R02,IBTS'16_S_52.jpg,2,3,0.15,IIIaS,R02 DNK
R02,IBTS'16_S_89.jpg,2,2,0.307,IIIaS,R02 DNK
R02,IBTS'16_N_39.jpg,2,2,0.338,IIIaN,R02 DNK
R02,7188173.jpg,2,2,0.258,IIIaN,R02 DNK
R02,7190495.jpg,2,2,0.23,IIIaS,R02 DNK
R02,IBTS'16_S_89.jpg,2,5,0.03,IIIaS,R02 DNK
R02,Com'15_N_42.jpg,2,4,0.071,IIIaN,R02 DNK
R02,Com'15_N_41.jpg,2,2,0.273,IIIaN,R02 DNK
R02,IBTS'15_S_36.jpg,2,3,0.127,IIIaS,R02 DNK
R02,IBTS'15_S_36.jpg,2,4,0.095,IIIaS,R02 DNK
R02,6698282.jpg,2,4,0.047,IIIaS,R02 DNK
R02,Com'15_N_45.jpg,2,2,0.365,IIIaN,R02 DNK
R02,IBTS'16_S_52.jpg,2,2,0.26,IIIaS,R02 DNK
R02,6698270.jpg,2,1,0,IIIaS,R02 DNK
R02,IBTS'16_S_80.jpg,2,3,0.153,IIIaS,R02 DNK
R02,7190469.jpg,2,3,0.199,IIIaS,R02 DNK
R02,IBTS'16_N_39.jpg,2,3,0.066,IIIaN,R02 DNK
R02,7190486.jpg,2,2,0.257,IIIaS,R02 DNK
R02,Com'15_N_30.jpg,2,3,0.106,IIIaN,R02 DNK
R02,Com'15_N_41.jpg,2,1,0,IIIaN,R02 DNK
R02,7190487.jpg,2,2,0.162,IIIaS,R02 DNK
R02,6698262.jpg,2,1,0,IIIaS,R02 DNK
R02,6932318.jpg,2,3,0.12,IIIaS,R02 DNK
R02,IBTS'16_S_88.jpg,2,3,0.081,IIIaS,R02 DNK
R02,7190488.jpg,2,4,0.039,IIIaS,R02 DNK
R02,IBTS'16_S_53.jpg,2,2,0.331,IIIaS,R02 DNK
R02,6698262.jpg,2,3,0.112,IIIaS,R02 DNK
R02,7187393.jpg,2,1,0,IIIaS,R02 DNK
R02,7187385.jpg,2,4,0.039,IIIaS,R02 DNK
R02,Com'15_N_58.jpg,2,1,0,IIIaN,R02 DNK
R02,Com'15_N_42.jpg,2,2,0.295,IIIaN,R02 DNK
R02,IBTS'16_S_89.jpg,2,4,0.052,IIIaS,R02 DNK
R02,Com'15_N_58.jpg,2,2,0.192,IIIaN,R02 DNK
R02,Com'15_N_45.jpg,2,6,0.022,IIIaN,R02 DNK
R02,7216512.jpg,2,1,0,IIIaS,R02 DNK
R02,IBTS'16_N_22.jpg,2,1,0,IIIaN,R02 DNK
R02,IBTS'16_S_83.jpg,2,1,0,IIIaS,R02 DNK
R02,Com'15_N_45.jpg,2,1,0,IIIaN,R02 DNK
R02,7188170.jpg,2,1,0,IIIaN,R02 DNK
R02,IBTS'16_S_83.jpg,2,2,0.375,IIIaS,R02 DNK
R02,IBTS'16_N_23.jpg,2,1,0,IIIaN,R02 DNK
R02,7216517.jpg,2,3,0.152,IIIaS,R02 DNK
R02,7187385.jpg,2,5,0.042,IIIaS,R02 DNK
R02,7190495.jpg,2,1,0,IIIaS,R02 DNK
R02,7190487.jpg,2,3,0.216,IIIaS,R02 DNK
R02,Com'15_N_59.jpg,2,2,0.178,IIIaN,R02 DNK
R02,7190488.jpg,2,1,0,IIIaS,R02 DNK
R02,Com'15_N_59.jpg,2,1,0,IIIaN,R02 DNK
R02,6698259.jpg,2,4,0.046,IIIaS,R02 DNK
R02,6698282.jpg,2,3,0.127,IIIaS,R02 DNK
R02,IBTS'16_N_21.jpg,2,2,0.33,IIIaN,R02 DNK
R02,IBTS'16_S_53.jpg,2,1,0,IIIaS,R02 DNK
R02,IBTS'16_N_21.jpg,2,3,0.116,IIIaN,R02 DNK
R02,IBTS'16_S_53.jpg,2,3,0.106,IIIaS,R02 DNK
R02,IBTS'16_S_90.jpg,2,3,0.091,IIIaS,R02 DNK
R02,7188169.jpg,2,1,0,IIIaN,R02 DNK
R02,IBTS'16_N_5.jpg,2,1,0,IIIaN,R02 DNK
R02,7216515.jpg,2,1,0,IIIaS,R02 DNK
R02,7190487.jpg,2,1,0,IIIaS,R02 DNK
R02,6698260.jpg,2,5,0.016,IIIaS,R02 DNK
R02,IBTS'15_S_35.jpg,2,1,0,IIIaS,R02 DNK
R02,Com'15_N_45.jpg,2,5,0.041,IIIaN,R02 DNK
R02,7216512.jpg,2,2,0.254,IIIaS,R02 DNK
R02,Com'15_N_44.jpg,2,1,0,IIIaN,R02 DNK
R02,6932318.jpg,2,2,0.305,IIIaS,R02 DNK
R02,IBTS'16_N_22.jpg,2,3,0.105,IIIaN,R02 DNK
R02,7216517.jpg,2,1,0,IIIaS,R02 DNK
R02,6698262.jpg,2,4,0.057,IIIaS,R02 DNK
R02,IBTS'16_N_2.jpg,2,1,0,IIIaN,R02 DNK
R02,IBTS'16_N_2.jpg,2,2,0.254,IIIaN,R02 DNK
R02,7188170.jpg,2,4,0.031,IIIaN,R02 DNK
R02,IBTS'16_S_89.jpg,2,3,0.109,IIIaS,R02 DNK
R02,7190470.jpg,2,2,0.288,IIIaS,R02 DNK
R02,6698260.jpg,2,4,0.082,IIIaS,R02 DNK
R02,7216512.jpg,2,4,0.032,IIIaS,R02 DNK
R02,7190470.jpg,2,1,0,IIIaS,R02 DNK
R02,IBTS'15_S_35.jpg,2,3,0.115,IIIaS,R02 DNK
R02,6698261.jpg,2,4,0.035,IIIaS,R02 DNK
R02,6698262.jpg,2,5,0.019,IIIaS,R02 DNK
R02,7216513.jpg,2,4,0.041,IIIaS,R02 DNK
R02,IBTS'16_S_52.jpg,2,1,0,IIIaS,R02 DNK
R02,IBTS'16_N_21.jpg,2,1,0,IIIaN,R02 DNK
R02,Com'15_N_44.jpg,2,4,0.034,IIIaN,R02 DNK
R02,7216513.jpg,2,3,0.141,IIIaS,R02 DNK
R02,7188170.jpg,2,3,0.062,IIIaN,R02 DNK
R02,IBTS'15_S_35.jpg,2,2,0.328,IIIaS,R02 DNK
R02,7190488.jpg,2,2,0.211,IIIaS,R02 DNK
R02,7187387.jpg,2,1,0,IIIaS,R02 DNK
R02,7216512.jpg,2,3,0.12,IIIaS,R02 DNK
R02,7216517.jpg,2,2,0.251,IIIaS,R02 DNK
R02,7190488.jpg,2,3,0.135,IIIaS,R02 DNK
R02,7187387.jpg,2,2,0.309,IIIaS,R02 DNK
R02,7188170.jpg,2,2,0.391,IIIaN,R02 DNK
R02,6932318.jpg,2,1,0,IIIaS,R02 DNK
R03,6698263.jpg,3,4,0.039,IIIaS,R03 SWE
R03,IBTS'16_N_4.jpg,3,2,0.309,IIIaN,R03 SWE
R03,7190468.jpg,3,2,0.319,IIIaS,R03 SWE
R03,7216516.jpg,3,2,0.289,IIIaS,R03 SWE
R03,Com'15_N_57.jpg,3,5,0.022,IIIaN,R03 SWE
R03,IBTS'16_S_91.jpg,3,3,0.147,IIIaS,R03 SWE
R03,Com'15_N_57.jpg,3,3,0.105,IIIaN,R03 SWE
R03,6932324.jpg,3,3,0.117,IIIaS,R03 SWE
R03,6698263.jpg,3,3,0.168,IIIaS,R03 SWE
R03,Com'15_N_32.jpg,3,1,0,IIIaN,R03 SWE
R03,7216516.jpg,3,3,0.126,IIIaS,R03 SWE
R03,IBTS'16_N_4.jpg,3,1,0,IIIaN,R03 SWE
R03,7216516.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_32.jpg,3,4,0.035,IIIaN,R03 SWE
R03,6932324.jpg,3,2,0.241,IIIaS,R03 SWE
R03,7187394.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_57.jpg,3,2,0.381,IIIaN,R03 SWE
R03,7216514.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_56.jpg,3,4,0.057,IIIaN,R03 SWE
R03,IBTS'16_N_4.jpg,3,3,0.137,IIIaN,R03 SWE
R03,7187394.jpg,3,2,0.306,IIIaS,R03 SWE
R03,7188173.jpg,3,3,0.109,IIIaN,R03 SWE
R03,7188168.jpg,3,3,0.141,IIIaN,R03 SWE
R03,7190495.jpg,3,2,0.317,IIIaS,R03 SWE
R03,6698268.jpg,3,3,0.103,IIIaS,R03 SWE
R03,Com'15_N_57.jpg,3,1,0,IIIaN,R03 SWE
R03,7190468.jpg,3,1,0,IIIaS,R03 SWE
R03,6698268.jpg,3,1,0,IIIaS,R03 SWE
R03,7188168.jpg,3,1,0,IIIaN,R03 SWE
R03,Com'15_N_56.jpg,3,5,0.035,IIIaN,R03 SWE
R03,7190462.jpg,3,3,0.107,IIIaS,R03 SWE
R03,Com'15_N_32.jpg,3,3,0.068,IIIaN,R03 SWE
R03,Com'15_N_56.jpg,3,3,0.139,IIIaN,R03 SWE
R03,IBTS'16_N_41.jpg,3,3,0.135,IIIaN,R03 SWE
R03,Com'15_N_42.jpg,3,4,0.036,IIIaN,R03 SWE
R03,Com'15_N_46.jpg,3,2,0.396,IIIaN,R03 SWE
R03,6698263.jpg,3,2,0.265,IIIaS,R03 SWE
R03,Com'15_N_33.jpg,3,3,0.095,IIIaN,R03 SWE
R03,IBTS'15_S_34.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_56.jpg,3,6,0.02,IIIaN,R03 SWE
R03,7188174.jpg,3,1,0,IIIaN,R03 SWE
R03,7190462.jpg,3,5,0.021,IIIaS,R03 SWE
R03,Com'15_N_33.jpg,3,2,0.382,IIIaN,R03 SWE
R03,Com'15_N_32.jpg,3,2,0.376,IIIaN,R03 SWE
R03,6698258.jpg,3,3,0.129,IIIaS,R03 SWE
R03,6698268.jpg,3,5,0.029,IIIaS,R03 SWE
R03,7190495.jpg,3,1,0,IIIaS,R03 SWE
R03,7187388.jpg,3,1,0,IIIaS,R03 SWE
R03,7187388.jpg,3,2,0.321,IIIaS,R03 SWE
R03,IBTS'16_N_3.jpg,3,1,0,IIIaN,R03 SWE
R03,7187394.jpg,3,3,0.13,IIIaS,R03 SWE
R03,Com'15_N_57.jpg,3,6,0.025,IIIaN,R03 SWE
R03,IBTS'15_S_34.jpg,3,2,0.399,IIIaS,R03 SWE
R03,Com'15_N_33.jpg,3,1,0,IIIaN,R03 SWE
R03,6698268.jpg,3,4,0.031,IIIaS,R03 SWE
R03,Com'15_N_57.jpg,3,4,0.034,IIIaN,R03 SWE
R03,6698258.jpg,3,2,0.33,IIIaS,R03 SWE
R03,Com'15_N_30.jpg,3,4,0.04,IIIaN,R03 SWE
R03,6932323.jpg,3,3,0.104,IIIaS,R03 SWE
R03,6698263.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_S_91.jpg,3,2,0.321,IIIaS,R03 SWE
R03,7188168.jpg,3,2,0.297,IIIaN,R03 SWE
R03,Com'15_N_58.jpg,3,4,0.046,IIIaN,R03 SWE
R03,Com'15_N_58.jpg,3,3,0.212,IIIaN,R03 SWE
R03,IBTS'16_S_82.jpg,3,3,0.142,IIIaS,R03 SWE
R03,Com'15_N_56.jpg,3,2,0.341,IIIaN,R03 SWE
R03,IBTS'15_S_34.jpg,3,3,0.078,IIIaS,R03 SWE
R03,7188174.jpg,3,3,0.129,IIIaN,R03 SWE
R03,7190462.jpg,3,4,0.067,IIIaS,R03 SWE
R03,IBTS'16_N_20.jpg,3,3,0.119,IIIaN,R03 SWE
R03,6932320.jpg,3,2,0.234,IIIaS,R03 SWE
R03,7190486.jpg,3,2,0.292,IIIaS,R03 SWE
R03,IBTS'16_N_41.jpg,3,2,0.312,IIIaN,R03 SWE
R03,7188173.jpg,3,1,0,IIIaN,R03 SWE
R03,7188173.jpg,3,2,0.323,IIIaN,R03 SWE
R03,Com'15_N_32.jpg,3,5,0.017,IIIaN,R03 SWE
R03,IBTS'16_N_6.jpg,3,2,0.393,IIIaN,R03 SWE
R03,7216514.jpg,3,2,0.314,IIIaS,R03 SWE
R03,IBTS'16_S_82.jpg,3,4,0.036,IIIaS,R03 SWE
R03,IBTS'16_N_20.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_N_20.jpg,3,2,0.343,IIIaN,R03 SWE
R03,IBTS'16_N_41.jpg,3,1,0,IIIaN,R03 SWE
R03,7187393.jpg,3,3,0.089,IIIaS,R03 SWE
R03,6698270.jpg,3,4,0.03,IIIaS,R03 SWE
R03,6698264.jpg,3,5,0.031,IIIaS,R03 SWE
R03,IBTS'16_N_2.jpg,3,3,0.151,IIIaN,R03 SWE
R03,7216515.jpg,3,2,0.316,IIIaS,R03 SWE
R03,6698281.jpg,3,2,0.344,IIIaS,R03 SWE
R03,7190495.jpg,3,3,0.095,IIIaS,R03 SWE
R03,7187388.jpg,3,3,0.133,IIIaS,R03 SWE
R03,7188172.jpg,3,2,0.276,IIIaN,R03 SWE
R03,7190468.jpg,3,3,0.095,IIIaS,R03 SWE
R03,7216514.jpg,3,3,0.111,IIIaS,R03 SWE
R03,Com'15_N_56.jpg,3,1,0,IIIaN,R03 SWE
R03,6698268.jpg,3,2,0.346,IIIaS,R03 SWE
R03,7190462.jpg,3,1,0,IIIaS,R03 SWE
R03,7190462.jpg,3,2,0.344,IIIaS,R03 SWE
R03,IBTS'16_N_2.jpg,3,2,0.286,IIIaN,R03 SWE
R03,7216517.jpg,3,3,0.114,IIIaS,R03 SWE
R03,7190486.jpg,3,3,0.139,IIIaS,R03 SWE
R03,Com'15_N_30.jpg,3,2,0.429,IIIaN,R03 SWE
R03,IBTS'16_N_1.jpg,3,1,0,IIIaN,R03 SWE
R03,Com'15_N_30.jpg,3,3,0.088,IIIaN,R03 SWE
R03,7190469.jpg,3,3,0.118,IIIaS,R03 SWE
R03,IBTS'16_S_82.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_S_82.jpg,3,2,0.335,IIIaS,R03 SWE
R03,Com'15_N_46.jpg,3,4,0.036,IIIaN,R03 SWE
R03,6932321.jpg,3,3,0.078,IIIaS,R03 SWE
R03,7188174.jpg,3,2,0.342,IIIaN,R03 SWE
R03,6698264.jpg,3,4,0.037,IIIaS,R03 SWE
R03,7190470.jpg,3,5,0.031,IIIaS,R03 SWE
R03,6698264.jpg,3,3,0.065,IIIaS,R03 SWE
R03,6932320.jpg,3,1,0,IIIaS,R03 SWE
R03,7188166.jpg,3,2,0.273,IIIaN,R03 SWE
R03,6932320.jpg,3,3,0.127,IIIaS,R03 SWE
R03,IBTS'16_S_87.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_46.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_N_1.jpg,3,2,0.343,IIIaN,R03 SWE
R03,7188167.jpg,3,3,0.108,IIIaN,R03 SWE
R03,6932325.jpg,3,3,0.057,IIIaS,R03 SWE
R03,7188171.jpg,3,1,0,IIIaN,R03 SWE
R03,7190470.jpg,3,4,0.038,IIIaS,R03 SWE
R03,7187393.jpg,3,2,0.341,IIIaS,R03 SWE
R03,Com'15_N_43.jpg,3,3,0.098,IIIaN,R03 SWE
R03,IBTS'16_N_2.jpg,3,1,0,IIIaN,R03 SWE
R03,6698270.jpg,3,2,0.359,IIIaS,R03 SWE
R03,6698258.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_45.jpg,3,6,0.027,IIIaN,R03 SWE
R03,Com'15_N_41.jpg,3,2,0.328,IIIaN,R03 SWE
R03,6698258.jpg,3,4,0.047,IIIaS,R03 SWE
R03,Com'15_N_46.jpg,3,3,0.083,IIIaN,R03 SWE
R03,6698269.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_N_24.jpg,3,2,0.299,IIIaN,R03 SWE
R03,6932321.jpg,3,1,0,IIIaS,R03 SWE
R03,6932321.jpg,3,2,0.312,IIIaS,R03 SWE
R03,7216517.jpg,3,2,0.336,IIIaS,R03 SWE
R03,7216513.jpg,3,2,0.279,IIIaS,R03 SWE
R03,6698262.jpg,3,6,0.015,IIIaS,R03 SWE
R03,7187386.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_N_23.jpg,3,3,0.065,IIIaN,R03 SWE
R03,7190486.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_S_91.jpg,3,1,0,IIIaS,R03 SWE
R03,6698256.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_58.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_S_88.jpg,3,2,0.371,IIIaS,R03 SWE
R03,6698264.jpg,3,1,0,IIIaS,R03 SWE
R03,7188172.jpg,3,3,0.144,IIIaN,R03 SWE
R03,IBTS'16_N_24.jpg,3,3,0.122,IIIaN,R03 SWE
R03,Com'15_N_43.jpg,3,5,0.02,IIIaN,R03 SWE
R03,6698262.jpg,3,4,0.032,IIIaS,R03 SWE
R03,Com'15_N_43.jpg,3,1,0,IIIaN,R03 SWE
R03,7188171.jpg,3,2,0.335,IIIaN,R03 SWE
R03,7188166.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_S_54.jpg,3,3,0.081,IIIaS,R03 SWE
R03,Com'15_N_42.jpg,3,1,0,IIIaN,R03 SWE
R03,6932324.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_N_6.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_S_87.jpg,3,2,0.338,IIIaS,R03 SWE
R03,IBTS'16_N_24.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_N_1.jpg,3,3,0.12,IIIaN,R03 SWE
R03,6932322.jpg,3,3,0.087,IIIaS,R03 SWE
R03,6698262.jpg,3,5,0.021,IIIaS,R03 SWE
R03,6698264.jpg,3,2,0.374,IIIaS,R03 SWE
R03,IBTS'16_S_82.jpg,3,5,0.029,IIIaS,R03 SWE
R03,7216517.jpg,3,1,0,IIIaS,R03 SWE
R03,6698280.jpg,3,1,0,IIIaS,R03 SWE
R03,6698270.jpg,3,3,0.107,IIIaS,R03 SWE
R03,7216515.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_31.jpg,3,3,0.079,IIIaN,R03 SWE
R03,Com'15_N_41.jpg,3,3,0.148,IIIaN,R03 SWE
R03,6698281.jpg,3,4,0.031,IIIaS,R03 SWE
R03,7187385.jpg,3,6,0.031,IIIaS,R03 SWE
R03,7188172.jpg,3,1,0,IIIaN,R03 SWE
R03,6932325.jpg,3,1,0,IIIaS,R03 SWE
R03,7188167.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_S_52.jpg,3,3,0.138,IIIaS,R03 SWE
R03,Com'15_N_44.jpg,3,4,0.029,IIIaN,R03 SWE
R03,6698269.jpg,3,5,0.024,IIIaS,R03 SWE
R03,6698262.jpg,3,3,0.09,IIIaS,R03 SWE
R03,7190487.jpg,3,3,0.222,IIIaS,R03 SWE
R03,7187386.jpg,3,3,0.139,IIIaS,R03 SWE
R03,IBTS'16_S_86.jpg,3,2,0.369,IIIaS,R03 SWE
R03,Com'15_N_30.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_N_5.jpg,3,3,0.131,IIIaN,R03 SWE
R03,Com'15_N_58.jpg,3,2,0.223,IIIaN,R03 SWE
R03,IBTS'16_S_88.jpg,3,1,0,IIIaS,R03 SWE
R03,7216509.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_S_90.jpg,3,1,0,IIIaS,R03 SWE
R03,7216510.jpg,3,2,0.38,IIIaS,R03 SWE
R03,Com'15_N_43.jpg,3,4,0.03,IIIaN,R03 SWE
R03,IBTS'16_S_80.jpg,3,2,0.308,IIIaS,R03 SWE
R03,6932319.jpg,3,3,0.06,IIIaS,R03 SWE
R03,IBTS'16_S_54.jpg,3,1,0,IIIaS,R03 SWE
R03,6932323.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_S_54.jpg,3,4,0.022,IIIaS,R03 SWE
R03,Com'15_N_42.jpg,3,2,0.362,IIIaN,R03 SWE
R03,Com'15_N_42.jpg,3,3,0.073,IIIaN,R03 SWE
R03,Com'15_N_29.jpg,3,1,0,IIIaN,R03 SWE
R03,Com'15_N_29.jpg,3,3,0.1,IIIaN,R03 SWE
R03,6932325.jpg,3,2,0.299,IIIaS,R03 SWE
R03,IBTS'16_S_52.jpg,3,2,0.283,IIIaS,R03 SWE
R03,7216509.jpg,3,2,0.335,IIIaS,R03 SWE
R03,IBTS'16_S_53.jpg,3,2,0.364,IIIaS,R03 SWE
R03,7188167.jpg,3,2,0.304,IIIaN,R03 SWE
R03,IBTS'16_S_80.jpg,3,3,0.126,IIIaS,R03 SWE
R03,7216513.jpg,3,3,0.138,IIIaS,R03 SWE
R03,IBTS'16_N_23.jpg,3,1,0,IIIaN,R03 SWE
R03,6932323.jpg,3,2,0.223,IIIaS,R03 SWE
R03,6698281.jpg,3,1,0,IIIaS,R03 SWE
R03,6698259.jpg,3,1,0,IIIaS,R03 SWE
R03,6698281.jpg,3,3,0.087,IIIaS,R03 SWE
R03,6698259.jpg,3,3,0.124,IIIaS,R03 SWE
R03,IBTS'16_S_87.jpg,3,3,0.136,IIIaS,R03 SWE
R03,IBTS'16_N_3.jpg,3,3,0.116,IIIaN,R03 SWE
R03,7187387.jpg,3,3,0.172,IIIaS,R03 SWE
R03,Com'15_N_44.jpg,3,3,0.075,IIIaN,R03 SWE
R03,IBTS'16_S_83.jpg,3,4,0.027,IIIaS,R03 SWE
R03,IBTS'16_S_90.jpg,3,2,0.397,IIIaS,R03 SWE
R03,7190470.jpg,3,2,0.321,IIIaS,R03 SWE
R03,6698270.jpg,3,1,0,IIIaS,R03 SWE
R03,7188169.jpg,3,3,0.113,IIIaN,R03 SWE
R03,IBTS'16_S_86.jpg,3,1,0,IIIaS,R03 SWE
R03,7188169.jpg,3,2,0.375,IIIaN,R03 SWE
R03,7188169.jpg,3,1,0,IIIaN,R03 SWE
R03,7190469.jpg,3,2,0.361,IIIaS,R03 SWE
R03,Com'15_N_29.jpg,3,2,0.322,IIIaN,R03 SWE
R03,IBTS'16_S_83.jpg,3,3,0.089,IIIaS,R03 SWE
R03,IBTS'16_S_88.jpg,3,3,0.064,IIIaS,R03 SWE
R03,6698256.jpg,3,2,0.355,IIIaS,R03 SWE
R03,Com'15_N_44.jpg,3,2,0.418,IIIaN,R03 SWE
R03,6941185.jpg,3,3,0.124,IIIaS,R03 SWE
R03,7187393.jpg,3,1,0,IIIaS,R03 SWE
R03,6698261.jpg,3,3,0.091,IIIaS,R03 SWE
R03,Com'15_N_31.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_S_54.jpg,3,2,0.391,IIIaS,R03 SWE
R03,Com'15_N_31.jpg,3,2,0.425,IIIaN,R03 SWE
R03,7188166.jpg,3,3,0.11,IIIaN,R03 SWE
R03,6698259.jpg,3,2,0.311,IIIaS,R03 SWE
R03,Com'15_N_31.jpg,3,4,0.033,IIIaN,R03 SWE
R03,IBTS'16_N_3.jpg,3,2,0.379,IIIaN,R03 SWE
R03,IBTS'15_S_36.jpg,3,2,0.291,IIIaS,R03 SWE
R03,IBTS'16_S_53.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'15_S_36.jpg,3,3,0.158,IIIaS,R03 SWE
R03,Com'15_N_43.jpg,3,2,0.374,IIIaN,R03 SWE
R03,7190470.jpg,3,3,0.092,IIIaS,R03 SWE
R03,IBTS'16_S_90.jpg,3,3,0.078,IIIaS,R03 SWE
R03,7188170.jpg,3,3,0.123,IIIaN,R03 SWE
R03,6698280.jpg,3,2,0.307,IIIaS,R03 SWE
R03,7187386.jpg,3,2,0.349,IIIaS,R03 SWE
R03,7187385.jpg,3,4,0.043,IIIaS,R03 SWE
