reader1,sample,reader_number,mark,distance,ices_area,reader
R03,IBTS'16_N_5.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_N_5.jpg,3,2,0.336,IIIaN,R03 SWE
R03,7188165.jpg,3,3,0.138,IIIaN,R03 SWE
R03,6932322.jpg,3,2,0.244,IIIaS,R03 SWE
R03,Com'15_N_44.jpg,3,1,0,IIIaN,R03 SWE
R03,6698259.jpg,3,4,0.029,IIIaS,R03 SWE
R03,IBTS'16_N_22.jpg,3,3,0.071,IIIaN,R03 SWE
R03,6698269.jpg,3,2,0.357,IIIaS,R03 SWE
R03,6698262.jpg,3,2,0.364,IIIaS,R03 SWE
R03,IBTS'16_S_82.jpg,3,6,0.029,IIIaS,R03 SWE
R03,7190469.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_45.jpg,3,4,0.043,IIIaN,R03 SWE
R03,7190487.jpg,3,4,0.037,IIIaS,R03 SWE
R03,Com'15_N_59.jpg,3,1,0,IIIaN,R03 SWE
R03,7187385.jpg,3,5,0.038,IIIaS,R03 SWE
R03,Com'15_N_59.jpg,3,2,0.207,IIIaN,R03 SWE
R03,7188165.jpg,3,2,0.302,IIIaN,R03 SWE
R03,IBTS'15_S_36.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_59.jpg,3,3,0.22,IIIaN,R03 SWE
R03,6698261.jpg,3,1,0,IIIaS,R03 SWE
R03,6698261.jpg,3,2,0.29,IIIaS,R03 SWE
R03,IBTS'15_S_36.jpg,3,4,0.053,IIIaS,R03 SWE
R03,6698262.jpg,3,1,0,IIIaS,R03 SWE
R03,7187385.jpg,3,1,0,IIIaS,R03 SWE
R03,6698261.jpg,3,4,0.03,IIIaS,R03 SWE
R03,6698280.jpg,3,3,0.079,IIIaS,R03 SWE
R03,7190487.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_41.jpg,3,1,0,IIIaN,R03 SWE
R03,7190487.jpg,3,2,0.191,IIIaS,R03 SWE
R03,Com'15_N_59.jpg,3,4,0.047,IIIaN,R03 SWE
R03,6932322.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_S_89.jpg,3,5,0.034,IIIaS,R03 SWE
R03,IBTS'16_N_22.jpg,3,2,0.417,IIIaN,R03 SWE
R03,7216510.jpg,3,1,0,IIIaS,R03 SWE
R03,7187387.jpg,3,2,0.282,IIIaS,R03 SWE
R03,6932319.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_S_52.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_S_53.jpg,3,4,0.042,IIIaS,R03 SWE
R03,IBTS'16_N_23.jpg,3,2,0.398,IIIaN,R03 SWE
R03,Com'15_N_45.jpg,3,5,0.023,IIIaN,R03 SWE
R03,IBTS'16_N_39.jpg,3,1,0,IIIaN,R03 SWE
R03,7216515.jpg,3,3,0.107,IIIaS,R03 SWE
R03,6698257.jpg,3,1,0,IIIaS,R03 SWE
R03,7188165.jpg,3,1,0,IIIaN,R03 SWE
R03,7190488.jpg,3,3,0.092,IIIaS,R03 SWE
R03,6698257.jpg,3,4,0.038,IIIaS,R03 SWE
R03,7187387.jpg,3,1,0,IIIaS,R03 SWE
R03,6698282.jpg,3,1,0,IIIaS,R03 SWE
R03,7188170.jpg,3,4,0.04,IIIaN,R03 SWE
R03,7216513.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_N_40.jpg,3,3,0.109,IIIaN,R03 SWE
R03,Com'15_N_45.jpg,3,2,0.386,IIIaN,R03 SWE
R03,IBTS'16_N_39.jpg,3,3,0.062,IIIaN,R03 SWE
R03,7188170.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_N_39.jpg,3,2,0.353,IIIaN,R03 SWE
R03,7187385.jpg,3,3,0.203,IIIaS,R03 SWE
R03,IBTS'16_S_89.jpg,3,2,0.332,IIIaS,R03 SWE
R03,IBTS'16_S_83.jpg,3,1,0,IIIaS,R03 SWE
R03,6698257.jpg,3,2,0.345,IIIaS,R03 SWE
R03,IBTS'16_N_22.jpg,3,1,0,IIIaN,R03 SWE
R03,7188170.jpg,3,2,0.32,IIIaN,R03 SWE
R03,6698269.jpg,3,4,0.028,IIIaS,R03 SWE
R03,6941185.jpg,3,2,0.172,IIIaS,R03 SWE
R03,6932319.jpg,3,2,0.301,IIIaS,R03 SWE
R03,7187385.jpg,3,2,0.298,IIIaS,R03 SWE
R03,7188171.jpg,3,3,0.124,IIIaN,R03 SWE
R03,6698269.jpg,3,3,0.097,IIIaS,R03 SWE
R03,Com'15_N_45.jpg,3,3,0.11,IIIaN,R03 SWE
R03,6698257.jpg,3,3,0.11,IIIaS,R03 SWE
R03,IBTS'16_S_53.jpg,3,3,0.087,IIIaS,R03 SWE
R03,IBTS'16_N_40.jpg,3,1,0,IIIaN,R03 SWE
R03,IBTS'16_S_83.jpg,3,2,0.385,IIIaS,R03 SWE
R03,IBTS'16_S_80.jpg,3,1,0,IIIaS,R03 SWE
R03,Com'15_N_45.jpg,3,1,0,IIIaN,R03 SWE
R03,7190470.jpg,3,1,0,IIIaS,R03 SWE
R03,6698282.jpg,3,3,0.118,IIIaS,R03 SWE
R03,IBTS'15_S_35.jpg,3,3,0.105,IIIaS,R03 SWE
R03,IBTS'16_S_89.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'16_S_89.jpg,3,4,0.041,IIIaS,R03 SWE
R03,7216512.jpg,3,3,0.102,IIIaS,R03 SWE
R03,IBTS'16_N_40.jpg,3,2,0.331,IIIaN,R03 SWE
R03,IBTS'16_N_21.jpg,3,3,0.102,IIIaN,R03 SWE
R03,6698282.jpg,3,4,0.038,IIIaS,R03 SWE
R03,7190488.jpg,3,2,0.298,IIIaS,R03 SWE
R03,6698282.jpg,3,2,0.346,IIIaS,R03 SWE
R03,7190488.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'15_S_35.jpg,3,2,0.342,IIIaS,R03 SWE
R03,IBTS'16_S_89.jpg,3,6,0.021,IIIaS,R03 SWE
R03,6932318.jpg,3,2,0.354,IIIaS,R03 SWE
R03,IBTS'16_N_21.jpg,3,2,0.349,IIIaN,R03 SWE
R03,IBTS'16_N_21.jpg,3,1,0,IIIaN,R03 SWE
R03,6941185.jpg,3,1,0,IIIaS,R03 SWE
R03,6698260.jpg,3,4,0.045,IIIaS,R03 SWE
R03,6932318.jpg,3,1,0,IIIaS,R03 SWE
R03,7216512.jpg,3,1,0,IIIaS,R03 SWE
R03,IBTS'15_S_35.jpg,3,1,0,IIIaS,R03 SWE
R03,6698260.jpg,3,3,0.13,IIIaS,R03 SWE
R03,6698260.jpg,3,1,0,IIIaS,R03 SWE
R03,6698280.jpg,3,4,0.025,IIIaS,R03 SWE
R03,7216512.jpg,3,2,0.299,IIIaS,R03 SWE
R03,6698260.jpg,3,2,0.335,IIIaS,R03 SWE
R03,IBTS'16_S_89.jpg,3,3,0.109,IIIaS,R03 SWE
R03,6698280.jpg,3,5,0.015,IIIaS,R03 SWE
R04,Com'15_N_56.jpg,4,2,0.335,IIIaN,R04 SWE
R04,Com'15_N_57.jpg,4,3,0.104,IIIaN,R04 SWE
R04,Com'15_N_32.jpg,4,4,0.039,IIIaN,R04 SWE
R04,7216516.jpg,4,1,0,IIIaS,R04 SWE
R04,Com'15_N_56.jpg,4,1,0,IIIaN,R04 SWE
R04,7216516.jpg,4,2,0.287,IIIaS,R04 SWE
R04,7216516.jpg,4,3,0.122,IIIaS,R04 SWE
R04,Com'15_N_57.jpg,4,2,0.377,IIIaN,R04 SWE
R04,6698263.jpg,4,3,0.164,IIIaS,R04 SWE
R04,Com'15_N_57.jpg,4,1,0,IIIaN,R04 SWE
R04,Com'15_N_33.jpg,4,2,0.385,IIIaN,R04 SWE
R04,IBTS'15_S_34.jpg,4,3,0.071,IIIaS,R04 SWE
R04,IBTS'16_N_4.jpg,4,2,0.299,IIIaN,R04 SWE
R04,IBTS'16_N_4.jpg,4,1,0,IIIaN,R04 SWE
R04,Com'15_N_58.jpg,4,4,0.041,IIIaN,R04 SWE
R04,IBTS'15_S_34.jpg,4,1,0,IIIaS,R04 SWE
R04,7188167.jpg,4,3,0.111,IIIaN,R04 SWE
R04,6698263.jpg,4,4,0.04,IIIaS,R04 SWE
R04,IBTS'15_S_34.jpg,4,2,0.407,IIIaS,R04 SWE
R04,IBTS'16_S_91.jpg,4,3,0.173,IIIaS,R04 SWE
R04,Com'15_N_32.jpg,4,3,0.059,IIIaN,R04 SWE
R04,Com'15_N_32.jpg,4,5,0.017,IIIaN,R04 SWE
R04,7188168.jpg,4,3,0.139,IIIaN,R04 SWE
R04,Com'15_N_32.jpg,4,2,0.383,IIIaN,R04 SWE
R04,7188174.jpg,4,1,0,IIIaN,R04 SWE
R04,6698268.jpg,4,2,0.339,IIIaS,R04 SWE
R04,Com'15_N_33.jpg,4,3,0.087,IIIaN,R04 SWE
R04,6932321.jpg,4,2,0.31,IIIaS,R04 SWE
R04,7190462.jpg,4,3,0.113,IIIaS,R04 SWE
R04,7188168.jpg,4,2,0.298,IIIaN,R04 SWE
R04,Com'15_N_30.jpg,4,4,0.035,IIIaN,R04 SWE
R04,Com'15_N_30.jpg,4,1,0,IIIaN,R04 SWE
R04,6698258.jpg,4,2,0.334,IIIaS,R04 SWE
R04,7190486.jpg,4,1,0,IIIaS,R04 SWE
R04,7216514.jpg,4,1,0,IIIaS,R04 SWE
R04,Com'15_N_46.jpg,4,1,0,IIIaN,R04 SWE
R04,6932325.jpg,4,3,0.05,IIIaS,R04 SWE
R04,Com'15_N_43.jpg,4,2,0.376,IIIaN,R04 SWE
R04,Com'15_N_56.jpg,4,5,0.031,IIIaN,R04 SWE
R04,Com'15_N_56.jpg,4,3,0.139,IIIaN,R04 SWE
R04,Com'15_N_32.jpg,4,1,0,IIIaN,R04 SWE
R04,6698268.jpg,4,3,0.107,IIIaS,R04 SWE
R04,6698268.jpg,4,4,0.034,IIIaS,R04 SWE
R04,7188173.jpg,4,1,0,IIIaN,R04 SWE
R04,6932320.jpg,4,2,0.309,IIIaS,R04 SWE
R04,IBTS'16_S_86.jpg,4,2,0.361,IIIaS,R04 SWE
R04,Com'15_N_56.jpg,4,6,0.025,IIIaN,R04 SWE
R04,IBTS'16_S_91.jpg,4,2,0.29,IIIaS,R04 SWE
R04,IBTS'16_N_1.jpg,4,1,0,IIIaN,R04 SWE
R04,7190462.jpg,4,4,0.038,IIIaS,R04 SWE
R04,6932321.jpg,4,1,0,IIIaS,R04 SWE
R04,6932321.jpg,4,3,0.067,IIIaS,R04 SWE
R04,6698268.jpg,4,1,0,IIIaS,R04 SWE
R04,Com'15_N_56.jpg,4,4,0.056,IIIaN,R04 SWE
R04,7190462.jpg,4,2,0.338,IIIaS,R04 SWE
R04,IBTS'16_N_41.jpg,4,2,0.294,IIIaN,R04 SWE
R04,6698263.jpg,4,2,0.265,IIIaS,R04 SWE
R04,7187388.jpg,4,1,0,IIIaS,R04 SWE
R04,7188166.jpg,4,1,0,IIIaN,R04 SWE
R04,6698258.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_6.jpg,4,1,0,IIIaN,R04 SWE
R04,7187394.jpg,4,1,0,IIIaS,R04 SWE
R04,6932324.jpg,4,3,0.107,IIIaS,R04 SWE
R04,Com'15_N_33.jpg,4,1,0,IIIaN,R04 SWE
R04,7190462.jpg,4,5,0.043,IIIaS,R04 SWE
R04,Com'15_N_57.jpg,4,4,0.041,IIIaN,R04 SWE
R04,Com'15_N_43.jpg,4,5,0.013,IIIaN,R04 SWE
R04,IBTS'16_N_41.jpg,4,1,0,IIIaN,R04 SWE
R04,7188168.jpg,4,1,0,IIIaN,R04 SWE
R04,6698264.jpg,4,5,0.028,IIIaS,R04 SWE
R04,7190470.jpg,4,5,0.026,IIIaS,R04 SWE
R04,7190495.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_23.jpg,4,2,0.455,IIIaN,R04 SWE
R04,7188169.jpg,4,1,0,IIIaN,R04 SWE
R04,Com'15_N_30.jpg,4,2,0.425,IIIaN,R04 SWE
R04,IBTS'16_S_91.jpg,4,1,0,IIIaS,R04 SWE
R04,Com'15_N_46.jpg,4,2,0.393,IIIaN,R04 SWE
R04,6932325.jpg,4,1,0,IIIaS,R04 SWE
R04,7188167.jpg,4,2,0.303,IIIaN,R04 SWE
R04,7188174.jpg,4,2,0.341,IIIaN,R04 SWE
R04,6698263.jpg,4,1,0,IIIaS,R04 SWE
R04,7188174.jpg,4,3,0.121,IIIaN,R04 SWE
R04,7190470.jpg,4,4,0.041,IIIaS,R04 SWE
R04,IBTS'16_N_20.jpg,4,3,0.121,IIIaN,R04 SWE
R04,7190486.jpg,4,3,0.068,IIIaS,R04 SWE
R04,IBTS'16_N_20.jpg,4,2,0.338,IIIaN,R04 SWE
R04,6932320.jpg,4,1,0,IIIaS,R04 SWE
R04,6932320.jpg,4,3,0.046,IIIaS,R04 SWE
R04,IBTS'16_N_6.jpg,4,2,0.391,IIIaN,R04 SWE
R04,Com'15_N_58.jpg,4,3,0.215,IIIaN,R04 SWE
R04,7216509.jpg,4,2,0.332,IIIaS,R04 SWE
R04,IBTS'16_N_24.jpg,4,2,0.295,IIIaN,R04 SWE
R04,7190468.jpg,4,2,0.317,IIIaS,R04 SWE
R04,6698264.jpg,4,3,0.062,IIIaS,R04 SWE
R04,7190462.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_20.jpg,4,1,0,IIIaN,R04 SWE
R04,Com'15_N_30.jpg,4,3,0.09,IIIaN,R04 SWE
R04,6698264.jpg,4,4,0.039,IIIaS,R04 SWE
R04,6932323.jpg,4,2,0.217,IIIaS,R04 SWE
R04,Com'15_N_45.jpg,4,3,0.083,IIIaN,R04 SWE
R04,7190495.jpg,4,3,0.093,IIIaS,R04 SWE
R04,7187388.jpg,4,2,0.325,IIIaS,R04 SWE
R04,6698268.jpg,4,5,0.024,IIIaS,R04 SWE
R04,7190468.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_3.jpg,4,2,0.377,IIIaN,R04 SWE
R04,IBTS'16_S_82.jpg,4,1,0,IIIaS,R04 SWE
R04,Com'15_N_43.jpg,4,4,0.038,IIIaN,R04 SWE
R04,Com'15_N_43.jpg,4,3,0.091,IIIaN,R04 SWE
R04,7190470.jpg,4,3,0.089,IIIaS,R04 SWE
R04,Com'15_N_57.jpg,4,5,0.02,IIIaN,R04 SWE
R04,6932323.jpg,4,1,0,IIIaS,R04 SWE
R04,7188169.jpg,4,3,0.109,IIIaN,R04 SWE
R04,6698262.jpg,4,2,0.36,IIIaS,R04 SWE
R04,6698262.jpg,4,3,0.092,IIIaS,R04 SWE
R04,7188169.jpg,4,2,0.374,IIIaN,R04 SWE
R04,Com'15_N_58.jpg,4,2,0.218,IIIaN,R04 SWE
R04,7187394.jpg,4,2,0.299,IIIaS,R04 SWE
R04,Com'15_N_42.jpg,4,4,0.023,IIIaN,R04 SWE
R04,7216514.jpg,4,2,0.306,IIIaS,R04 SWE
R04,Com'15_N_43.jpg,4,1,0,IIIaN,R04 SWE
R04,7190470.jpg,4,2,0.324,IIIaS,R04 SWE
R04,IBTS'16_N_4.jpg,4,4,0.035,IIIaN,R04 SWE
R04,IBTS'16_N_2.jpg,4,1,0,IIIaN,R04 SWE
R04,7216517.jpg,4,3,0.116,IIIaS,R04 SWE
R04,7187393.jpg,4,2,0.339,IIIaS,R04 SWE
R04,IBTS'16_S_54.jpg,4,1,0,IIIaS,R04 SWE
R04,7188166.jpg,4,2,0.276,IIIaN,R04 SWE
R04,7188166.jpg,4,3,0.103,IIIaN,R04 SWE
R04,IBTS'16_N_41.jpg,4,3,0.123,IIIaN,R04 SWE
R04,Com'15_N_58.jpg,4,1,0,IIIaN,R04 SWE
R04,6932325.jpg,4,2,0.289,IIIaS,R04 SWE
R04,IBTS'16_N_24.jpg,4,1,0,IIIaN,R04 SWE
R04,Com'15_N_46.jpg,4,3,0.094,IIIaN,R04 SWE
R04,IBTS'16_N_4.jpg,4,3,0.097,IIIaN,R04 SWE
R04,IBTS'16_S_52.jpg,4,3,0.14,IIIaS,R04 SWE
R04,7216517.jpg,4,2,0.329,IIIaS,R04 SWE
R04,6698264.jpg,4,2,0.384,IIIaS,R04 SWE
R04,7190486.jpg,4,2,0.355,IIIaS,R04 SWE
R04,Com'15_N_45.jpg,4,1,0,IIIaN,R04 SWE
R04,6698270.jpg,4,3,0.1,IIIaS,R04 SWE
R04,7216515.jpg,4,3,0.107,IIIaS,R04 SWE
R04,Com'15_N_45.jpg,4,5,0.023,IIIaN,R04 SWE
R04,6932324.jpg,4,2,0.234,IIIaS,R04 SWE
R04,7216509.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_3.jpg,4,1,0,IIIaN,R04 SWE
R04,7188167.jpg,4,1,0,IIIaN,R04 SWE
R04,7187393.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_1.jpg,4,3,0.122,IIIaN,R04 SWE
R04,7190468.jpg,4,3,0.089,IIIaS,R04 SWE
R04,IBTS'16_S_90.jpg,4,2,0.393,IIIaS,R04 SWE
R04,6698264.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_S_89.jpg,4,6,0.027,IIIaS,R04 SWE
R04,6698261.jpg,4,2,0.287,IIIaS,R04 SWE
R04,IBTS'16_S_86.jpg,4,1,0,IIIaS,R04 SWE
R04,6698261.jpg,4,4,0.024,IIIaS,R04 SWE
R04,7187386.jpg,4,2,0.349,IIIaS,R04 SWE
R04,6698262.jpg,4,4,0.066,IIIaS,R04 SWE
R04,Com'15_N_29.jpg,4,3,0.101,IIIaN,R04 SWE
R04,IBTS'15_S_36.jpg,4,2,0.284,IIIaS,R04 SWE
R04,IBTS'16_N_1.jpg,4,2,0.337,IIIaN,R04 SWE
R04,Com'15_N_46.jpg,4,4,0.018,IIIaN,R04 SWE
R04,IBTS'16_N_24.jpg,4,3,0.118,IIIaN,R04 SWE
R04,6941185.jpg,4,3,0.127,IIIaS,R04 SWE
R04,7188172.jpg,4,3,0.146,IIIaN,R04 SWE
R04,6698269.jpg,4,3,0.103,IIIaS,R04 SWE
R04,6698270.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_S_54.jpg,4,2,0.386,IIIaS,R04 SWE
R04,IBTS'16_S_54.jpg,4,3,0.059,IIIaS,R04 SWE
R04,Com'15_N_42.jpg,4,1,0,IIIaN,R04 SWE
R04,IBTS'16_S_54.jpg,4,5,0.017,IIIaS,R04 SWE
R04,7187386.jpg,4,3,0.141,IIIaS,R04 SWE
R04,IBTS'16_S_88.jpg,4,2,0.364,IIIaS,R04 SWE
R04,7187394.jpg,4,3,0.138,IIIaS,R04 SWE
R04,7216510.jpg,4,2,0.376,IIIaS,R04 SWE
R04,IBTS'16_S_52.jpg,4,2,0.28,IIIaS,R04 SWE
R04,7216514.jpg,4,3,0.113,IIIaS,R04 SWE
R04,7190488.jpg,4,2,0.295,IIIaS,R04 SWE
R04,7216517.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_23.jpg,4,1,0,IIIaN,R04 SWE
R04,Com'15_N_45.jpg,4,2,0.404,IIIaN,R04 SWE
R04,7190495.jpg,4,2,0.313,IIIaS,R04 SWE
R04,7216515.jpg,4,2,0.303,IIIaS,R04 SWE
R04,Com'15_N_45.jpg,4,6,0.02,IIIaN,R04 SWE
R04,7188173.jpg,4,3,0.106,IIIaN,R04 SWE
R04,IBTS'16_S_87.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_3.jpg,4,3,0.112,IIIaN,R04 SWE
R04,IBTS'16_S_87.jpg,4,3,0.134,IIIaS,R04 SWE
R04,6698256.jpg,4,2,0.36,IIIaS,R04 SWE
R04,IBTS'16_S_90.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_22.jpg,4,3,0.062,IIIaN,R04 SWE
R04,7188172.jpg,4,1,0,IIIaN,R04 SWE
R04,6932319.jpg,4,1,0,IIIaS,R04 SWE
R04,6698262.jpg,4,1,0,IIIaS,R04 SWE
R04,7190487.jpg,4,2,0.203,IIIaS,R04 SWE
R04,7187386.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_5.jpg,4,1,0,IIIaN,R04 SWE
R04,7190487.jpg,4,3,0.204,IIIaS,R04 SWE
R04,7190487.jpg,4,4,0.05,IIIaS,R04 SWE
R04,IBTS'16_S_87.jpg,4,2,0.336,IIIaS,R04 SWE
R04,7216510.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_22.jpg,4,2,0.409,IIIaN,R04 SWE
R04,7190488.jpg,4,3,0.095,IIIaS,R04 SWE
R04,7187387.jpg,4,2,0.345,IIIaS,R04 SWE
R04,IBTS'16_N_40.jpg,4,2,0.334,IIIaN,R04 SWE
R04,IBTS'16_S_52.jpg,4,1,0,IIIaS,R04 SWE
R04,6698269.jpg,4,4,0.031,IIIaS,R04 SWE
R04,7187393.jpg,4,3,0.088,IIIaS,R04 SWE
R04,Com'15_N_57.jpg,4,6,0.016,IIIaN,R04 SWE
R04,IBTS'16_S_54.jpg,4,4,0.03,IIIaS,R04 SWE
R04,Com'15_N_29.jpg,4,1,0,IIIaN,R04 SWE
R04,7188173.jpg,4,2,0.319,IIIaN,R04 SWE
R04,7190469.jpg,4,3,0.122,IIIaS,R04 SWE
R04,IBTS'15_S_36.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_S_88.jpg,4,3,0.061,IIIaS,R04 SWE
R04,IBTS'16_S_80.jpg,4,4,0.032,IIIaS,R04 SWE
R04,7190470.jpg,4,1,0,IIIaS,R04 SWE
R04,6698281.jpg,4,4,0.03,IIIaS,R04 SWE
R04,IBTS'16_N_21.jpg,4,3,0.092,IIIaN,R04 SWE
R04,6941185.jpg,4,2,0.167,IIIaS,R04 SWE
R04,6941185.jpg,4,1,0,IIIaS,R04 SWE
R04,Com'15_N_41.jpg,4,1,0,IIIaN,R04 SWE
R04,6932323.jpg,4,3,0.109,IIIaS,R04 SWE
R04,Com'15_N_41.jpg,4,3,0.169,IIIaN,R04 SWE
R04,Com'15_N_59.jpg,4,1,0,IIIaN,R04 SWE
R04,6932324.jpg,4,1,0,IIIaS,R04 SWE
R04,6932322.jpg,4,3,0.087,IIIaS,R04 SWE
R04,7188165.jpg,4,3,0.143,IIIaN,R04 SWE
R04,IBTS'16_N_22.jpg,4,1,0,IIIaN,R04 SWE
R04,7190469.jpg,4,2,0.355,IIIaS,R04 SWE
R04,Com'15_N_44.jpg,4,2,0.421,IIIaN,R04 SWE
R04,7187387.jpg,4,1,0,IIIaS,R04 SWE
R04,7188172.jpg,4,2,0.264,IIIaN,R04 SWE
R04,IBTS'16_S_82.jpg,4,2,0.32,IIIaS,R04 SWE
R04,IBTS'16_N_40.jpg,4,3,0.097,IIIaN,R04 SWE
R04,6698261.jpg,4,3,0.095,IIIaS,R04 SWE
R04,IBTS'16_S_80.jpg,4,2,0.305,IIIaS,R04 SWE
R04,IBTS'16_S_80.jpg,4,3,0.095,IIIaS,R04 SWE
R04,7190469.jpg,4,1,0,IIIaS,R04 SWE
R04,Com'15_N_29.jpg,4,2,0.324,IIIaN,R04 SWE
R04,6698256.jpg,4,1,0,IIIaS,R04 SWE
R04,Com'15_N_44.jpg,4,4,0.031,IIIaN,R04 SWE
R04,7188165.jpg,4,2,0.299,IIIaN,R04 SWE
R04,6932322.jpg,4,2,0.239,IIIaS,R04 SWE
R04,Com'15_N_44.jpg,4,1,0,IIIaN,R04 SWE
R04,6698260.jpg,4,4,0.049,IIIaS,R04 SWE
R04,6698261.jpg,4,1,0,IIIaS,R04 SWE
R04,6698269.jpg,4,5,0.017,IIIaS,R04 SWE
R04,IBTS'16_N_2.jpg,4,3,0.144,IIIaN,R04 SWE
R04,6698270.jpg,4,4,0.041,IIIaS,R04 SWE
R04,Com'15_N_31.jpg,4,2,0.421,IIIaN,R04 SWE
R04,Com'15_N_45.jpg,4,4,0.05,IIIaN,R04 SWE
R04,6698258.jpg,4,3,0.131,IIIaS,R04 SWE
R04,Com'15_N_42.jpg,4,2,0.367,IIIaN,R04 SWE
R04,IBTS'16_S_88.jpg,4,1,0,IIIaS,R04 SWE
R04,Com'15_N_44.jpg,4,3,0.068,IIIaN,R04 SWE
R04,IBTS'16_S_82.jpg,4,5,0.026,IIIaS,R04 SWE
R04,7187387.jpg,4,3,0.099,IIIaS,R04 SWE
R04,6698281.jpg,4,3,0.102,IIIaS,R04 SWE
R04,IBTS'16_S_83.jpg,4,2,0.377,IIIaS,R04 SWE
R04,IBTS'16_N_40.jpg,4,1,0,IIIaN,R04 SWE
R04,IBTS'16_S_80.jpg,4,1,0,IIIaS,R04 SWE
R04,7188170.jpg,4,3,0.041,IIIaN,R04 SWE
R04,6698282.jpg,4,3,0.118,IIIaS,R04 SWE
R04,7188170.jpg,4,2,0.435,IIIaN,R04 SWE
R04,7190487.jpg,4,1,0,IIIaS,R04 SWE
R04,6932322.jpg,4,1,0,IIIaS,R04 SWE
R04,Com'15_N_42.jpg,4,3,0.086,IIIaN,R04 SWE
R04,IBTS'16_N_5.jpg,4,2,0.336,IIIaN,R04 SWE
R04,6932319.jpg,4,2,0.292,IIIaS,R04 SWE
R04,6932319.jpg,4,3,0.063,IIIaS,R04 SWE
R04,7187385.jpg,4,2,0.295,IIIaS,R04 SWE
R04,7187385.jpg,4,5,0.029,IIIaS,R04 SWE
R04,Com'15_N_41.jpg,4,2,0.307,IIIaN,R04 SWE
R04,Com'15_N_31.jpg,4,1,0,IIIaN,R04 SWE
R04,7216513.jpg,4,3,0.139,IIIaS,R04 SWE
R04,6698270.jpg,4,2,0.354,IIIaS,R04 SWE
R04,Com'15_N_31.jpg,4,3,0.083,IIIaN,R04 SWE
R04,IBTS'15_S_35.jpg,4,3,0.093,IIIaS,R04 SWE
R04,6698259.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_5.jpg,4,3,0.13,IIIaN,R04 SWE
R04,6698259.jpg,4,3,0.124,IIIaS,R04 SWE
R04,7216513.jpg,4,2,0.269,IIIaS,R04 SWE
R04,6698259.jpg,4,4,0.028,IIIaS,R04 SWE
R04,6698281.jpg,4,2,0.333,IIIaS,R04 SWE
R04,6698282.jpg,4,4,0.044,IIIaS,R04 SWE
R04,7188171.jpg,4,2,0.329,IIIaN,R04 SWE
R04,7216515.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_S_89.jpg,4,5,0.03,IIIaS,R04 SWE
R04,7188165.jpg,4,1,0,IIIaN,R04 SWE
R04,6698259.jpg,4,2,0.309,IIIaS,R04 SWE
R04,6698282.jpg,4,1,0,IIIaS,R04 SWE
R04,7188170.jpg,4,1,0,IIIaN,R04 SWE
R04,6698258.jpg,4,4,0.044,IIIaS,R04 SWE
R04,IBTS'16_N_2.jpg,4,2,0.285,IIIaN,R04 SWE
R04,IBTS'16_S_89.jpg,4,4,0.045,IIIaS,R04 SWE
R04,6698269.jpg,4,1,0,IIIaS,R04 SWE
R04,6698269.jpg,4,2,0.355,IIIaS,R04 SWE
R04,7187388.jpg,4,3,0.126,IIIaS,R04 SWE
R04,IBTS'16_S_53.jpg,4,3,0.101,IIIaS,R04 SWE
R04,IBTS'16_S_90.jpg,4,3,0.072,IIIaS,R04 SWE
R04,IBTS'16_S_82.jpg,4,4,0.043,IIIaS,R04 SWE
R04,6698260.jpg,4,3,0.129,IIIaS,R04 SWE
R04,6698281.jpg,4,1,0,IIIaS,R04 SWE
R04,IBTS'16_N_21.jpg,4,2,0.352,IIIaN,R04 SWE
R04,7187385.jpg,4,4,0.037,IIIaS,R04 SWE
